Name,Rating,Number of Ratings,Price,Winery,Wine style,Alcohol content,Grapes,Bold,Tannin,Sweet,Acidic,Country,Country_region,Beef,Pasta,Lamb,Poultry,Cheese,Fish,Seafood,Cured Meat,Veal,Pork,Mushrooms,"Rich fish (salmon, tuna etc)",Aperitif,Appetizers and snacks,Vegetarian,Shellfish,Blue cheese,Mature and hard cheese,Lean fish,"Game (deer, venison)",Goat cheese,Fruity desserts,Mild and soft cheese,Sweet desserts,Spicy food
Guiry Sangiovese 2019,3.8,111,25.04,Mara,Northern Italy Red,14.0,Sangiovese,55.24,40.18,12.39,37.68,Italy,Northern Italy / Emilia-Romagna,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sirmian Pinot Bianco 2018,4.0,404,33.49,Nals Margreid,Northern Italy Pinot Blanc,14.0,100 Weissburgunder,42.67,46.29526972,6.66,57.54,Italy,Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
Pèppoli Chianti Classico 2019,3.9,4601,26.99,Antinori,Italian Chianti,13.5,100 Sangiovese,44.38,54.8,9.05,53.555,Italy,Central Italy / Toscana / Chianti / Chianti Classico,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sito dei Fossili Roero Arneis 2019,4.1,60,22.99,Bric Cenciurio,Northern Italy White,13.5,100 Arneis,62.66,46.29526972,17.18,51.07,Italy,Northern Italy / Piemonte / Roero,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
San Luigi Dogliani 2020,3.8,185,24.99,Pecchenino,Northern Italy Red,13.5,100 Dolcetto,63.32,41.35,16.9,28.71,Italy,Northern Italy / Piemonte / Dogliani,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Chianti Classico Riserva 2017,3.9,45,17.99,Cavaliere d'Oro,Italian Chianti,14.0,Sangiovese,45.35,56.31,3.36,63.44,Italy,Central Italy / Toscana / Chianti / Chianti Classico,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Giuliana Prosecco N.V.,3.9,478,41.99,Riondo,Italian Prosecco,11.0,100 Glera,18.68,46.29526972,9.05,63.29,Italy,Northern Italy / Veneto / Prosecco,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
San Angelo Pinot Grigio 2021,3.9,133,17.66,Banfi,Central Italy White,12.5,100 Pinot Grigio,41.36,46.29526972,22.75,67.73,Italy,Central Italy / Toscana,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Vernaccia di San Gimignano Riserva 2015,4.1,153,39.99,Panizzi,Central Italy White,13.5,100 Vernaccia,50.82,46.29526972,24.16,62.88,Italy,Central Italy / Toscana / San Gimignano / Vernaccia di San Gimignano,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Masùa di Jago Amarone della Valpolicella Classico 2017,4.1,65,34.99,Recchia,Italian Amarone,16.0,"Rondinella, Corvinone, Corvina Veronese",85.0,23.34,50.02,23.47,Italy,Northern Italy / Veneto / Valpolicella / Amarone della Valpolicella / Amarone della Valpolicella Classico,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Vignaverde 2019,3.9,199,28.0,Marco de Bartoli,Southern Italy White,12.5,100 Grillo,55.76,46.29526972,4.74,42.45,Italy,Southern Italy / Terre Siciliane,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Musa Lugana 2020,4.0,130,24.5,Buglioni,Northern Italy White,12.5,100 Trebbiano,54.92,46.29526972,20.4,54.49,Italy,Northern Italy / Lombardia / Lugana,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
Valdobbiadene Prosecco Superiore,3.8,11620,21.99,Santa Margherita,Italian Prosecco,11.5,Glera,61.73,46.29526972,9.05,53.555,Italy,Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco / Conegliano-Valdobbiadene Prosecco Superiore,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Magno Megonio Rosso 2018,3.8,49,29.55,Librandi,Southern Italy Red,14.5,Magliocco Canino,79.23,45.13,27.35,31.99,Italy,Southern Italy / Calabria / Val di Neto,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chianti Rufina Vigneto Bucerchiale Riserva 2015,4.1,799,45.99,Selvapiana,Italian Chianti,14.5,100 Sangiovese,50.8,59.47,8.65,63.91,Italy,Central Italy / Toscana / Chianti / Chianti Rùfina,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bolgheri Rosso 2016,3.9,1653,28.5,Tenuta Campo al Mare,Italian Bolgheri,15.0,100 Merlot,65.99,62.06,10.14,51.96,Italy,Central Italy / Toscana / Bolgheri,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Amarone della Valpolicella Classico 2018,4.2,118,34.99,Campagnola,Italian Amarone,15.0,"Rondinella, Molinara, Corvina Veronese",85.0,24.56,46.52,23.81,Italy,Northern Italy / Veneto / Valpolicella / Amarone della Valpolicella / Amarone della Valpolicella Classico,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Vigne di Mezzane Soave 2020,4.0,29,24.92,Corte Sant'Alda,Italian Soave,12.5,Garganega,28.41,46.29526972,2.16,60.21,Italy,Northern Italy / Veneto / Soave,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False
Bricco Quaglia Moscato d'Asti 2016,4.1,441,19.99,La Spinetta,Italian Moscato d'Asti,5.5,100 Moscato,30.95,46.29526972,9.05,36.71,Italy,Northern Italy / Piemonte / Moscato d'Asti,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Antico Feudo della Trappola 2019,3.8,291,14.0,Ricasoli,Tuscan Red,14.0,"60 Sangiovese, 25 Cabernet Sauvignon, 15 Merlot",47.47,39.65,9.98,45.1,Italy,Central Italy / Toscana,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pèppoli Chianti Classico 2017,3.8,5185,21.99,Antinori,Italian Chianti,13.5,100 Sangiovese,44.4,54.79,4.53,62.04,Italy,Central Italy / Toscana / Chianti / Chianti Classico,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Valpolicella Ripasso Classico Superiore 2017,4.0,386,25.99,Monte Santoccio,Italian Ripasso,14.0,"Corvina, Rondinella, Molinara, Corvinone",61.84,36.27,25.62,31.82,Italy,Northern Italy / Veneto / Valpolicella / Valpolicella Ripasso / Valpolicella Ripasso Classico,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Solosole Vermentino 2018,3.8,1082,22.99,Poggio Al Tesoro,Central Italy White,13.5,100 Vermentino,45.59,46.29526972,21.46,66.43,Italy,Central Italy / Toscana / Bolgheri,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Nero d'Avola 2020,4.0,463,20.99,Colosi,Southern Italy Red,14.0,100 Nero d'Avola,85.0,39.79,9.05,53.555,Italy,Southern Italy / Terre Siciliane,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pinot Bianco (Selezione) 2020,3.9,124,18.0,Elena Walch,Northern Italy Pinot Blanc,13.0,100 Pinot Blanc,42.58,46.29526972,0.51,59.21,Italy,Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
Chianti Classico Riserva 2019,3.9,60,21.99,Santa Margherita,Italian Chianti,13.5,100 Sangiovese,44.15,54.61,0.74,66.32,Italy,Central Italy / Toscana / Chianti / Chianti Classico,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gavi di Gavi 2019,3.9,1012,27.99,Fontanafredda,Italian Gavi,12.5,100 Cortese,20.02,46.29526972,2.37,76.86,Italy,Northern Italy / Piemonte / Gavi,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Harmonium Nero d'Avola 2016,4.3,36,39.99,Firriato,Southern Italy Red,14.5,100 Nero d'Avola,83.83,44.96,28.09,29.02,Italy,Southern Italy / Terre Siciliane,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Il Grigio Chianti Classico Riserva 2016,3.9,1776,25.99,San Felice,Italian Chianti,13.0,100 Sangiovese,48.29,56.58,5.63,62.94,Italy,Central Italy / Toscana / Chianti / Chianti Classico,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chianti Classico Riserva 2011,3.8,512,24.99,Castello di Querceto,Italian Chianti,13.5,100 Sangiovese,43.61,56.42,2.23,63.93,Italy,Central Italy / Toscana / Chianti / Chianti Classico,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carmignano Villa di Capezzana 2015,4.0,485,28.99,Capezzana,Tuscan Red,14.0,"80 Sangiovese, 20 Cabernet Sauvignon",51.86,47.53,11.26,47.62,Italy,Central Italy / Toscana / Carmignano,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cannonau 2018,3.8,305,17.99,Olianas,Sardinian Cannonau,13.8,100 Cannonau,65.27,41.99,5.77,47.37,Italy,Southern Italy / Sardegna / Cannonau di Sardegna,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Rosso 2018,4.0,1623,14.99,Gran Appasso,Southern Italy Red,14.5,"Negroamaro, Primitivo",74.54,36.89,37.83,28.06,Italy,Southern Italy / Puglia,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sangiovese Riserva 2017,4.0,871,27.99,Umberto Cesari,Northern Italy Red,13.5,"85 Sangiovese, 15 Cabernet Sauvignon",58.35,40.32,10.32,36.01,Italy,Northern Italy / Emilia-Romagna / Romagna / Sangiovese di Romagna,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Ramione Merlot - Nero d'Avola 2013,3.8,525,15.0,Baglio di Pianetto,Southern Italy Red,14.0,"Merlot, Nero d'Avola",75.47,49.57,27.02,32.79,Italy,Southern Italy / Terre Siciliane,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Quo Toscana 2018,4.0,330,17.99,Montepeloso,Tuscan Red,15.0,"Sangiovese, Cabernet Sauvignon, Alicante Bouschet, Marselan, Montepulciano",52.68,43.21,4.62,44.89,Italy,Central Italy / Toscana,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tradition Pinot Grigio 2021,4.0,234,31.99,Terlan (Terlano),Northern Italy Pinot Grigio,13.5,100 Pinot Grigio,42.88,46.29526972,14.97,42.72,Italy,Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
Valpolicella Ripasso 2019,3.8,1188,35.99,Bertani,Italian Ripasso,13.5,"85 Corvina Veronese, 10 Merlot, 5 Rondinella",61.31,39.53,26.77,28.56,Italy,Northern Italy / Veneto / Valpolicella / Valpolicella Ripasso,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Sangiovese Terre di Chieti 2018,3.8,305,23.83,Caldora,Central Italy Red,13.0,100 Sangiovese,43.23,35.52,21.74,40.64,Italy,Central Italy / Abruzzo / Terre di Chieti,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Passi di Orma Bolgheri 2018,4.0,470,49.99,Orma,Italian Bolgheri,14.0,"40 Merlot, 35 Cabernet Sauvignon, 25 Cabernet Franc",64.34,65.68,7.16,55.92,Italy,Central Italy / Toscana / Bolgheri,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
La Marchesana Primitivo 2020,4.0,182,16.99,Polvanera,Southern Italy Primitivo,14.0,Primitivo,65.3,20.73,40.83,8.68,Italy,Southern Italy / Puglia,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Langhe Nebbiolo 2018,4.0,1566,26.99,La Spinetta,Italian Nebbiolo,14.0,100 Nebbiolo,65.16,78.59,5.9,82.91,Italy,Northern Italy / Piemonte / Langhe,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Barbera d'Alba Bric Loira 2017,4.0,133,21.99,Cascina Chicco,Italian Barbera,13.0,100 Barbera,53.74,21.11,3.25,68.13,Italy,Northern Italy / Piemonte / Barbera d'Alba,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Valdobbiadene Prosecco Superiore Extra Dry N.V.,3.8,772,19.99,Sorelle Bronca,Italian Prosecco,11.0,100 Glera,18.28,46.29526972,9.05,66.24,Italy,Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
Montefalco Rosso 2016,3.8,38,31.99,Adanti,Central Italy Red,14.0,"Cabernet Sauvignon, Merlot, Sangiovese, Barbera, Sagrantino",49.49,44.6,8.5,46.35,Italy,Central Italy / Umbria / Montefalco,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chiaramonte Nero d'Avola 2017,3.8,917,17.49,Firriato,Southern Italy Red,13.5,100 Nero d'Avola,80.9,42.49,24.3,31.32,Italy,Southern Italy / Terre Siciliane,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dolcetto d'Alba 2019,3.9,50,27.9,Mirafiore,Northern Italy Red,13.5,100 Dolcetto,64.38,41.96,8.98,31.53,Italy,Northern Italy / Piemonte / Dolcetto d'Alba,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Famiglia Pasqua Passimento Veneto 2019,3.8,181,19.99,Pasqua Vigneti e Cantine,Northern Italy Red,14.0,"Corvina, Rondinella, Molinara, Croatina, Merlot",65.8,33.31,9.05,53.555,Italy,Northern Italy / Veneto,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Barrua 2015,4.1,1536,39.94,Punica,Southern Italy Red,15.0,"Merlot, Cabernet Sauvignon",82.39,42.43,29.4,28.43,Italy,Southern Italy / Sardegna / Isola dei Nuraghi,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
I Domi Chianti Rufina 2020,4.0,75,15.49,Fattoria I Veroni,Italian Chianti,14.5,100 Sangiovese,50.79,59.35,5.37,61.41,Italy,Central Italy / Toscana / Chianti / Chianti Rùfina,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Farnito Cabernet Sauvignon Toscana 2015,4.0,816,34.99,Carpineto,Tuscan Red,13.5,100 Cabernet Sauvignon,52.01,44.38,9.2,45.99,Italy,Central Italy / Toscana,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roero Arneis 2021,4.0,253,28.94,Bruno Giacosa,Northern Italy White,14.0,100 Arneis,61.6,46.29526972,9.05,53.555,Italy,Northern Italy / Piemonte / Roero,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
Perbacco Nebbiolo 2019,4.0,1839,27.99,Vietti,Italian Nebbiolo,14.0,100 Nebbiolo,62.28,78.99,2.09,85.0,Italy,Northern Italy / Piemonte / Langhe,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gavi del Comune di Gavi 2019,4.0,158,29.99,Marchesi di Barolo,Italian Gavi,12.5,Cortese,20.92,46.29526972,9.05,77.89,Italy,Northern Italy / Piemonte / Gavi,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Gris Pinot Grigio 2018,4.0,64,26.0,Kornell,Northern Italy Pinot Grigio,13.5,Pinot Gris,45.95,46.29526972,7.41,41.81,Italy,Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
Spelt Montepulciano d'Abruzzo (Riserva) 2017,3.9,414,23.8,La Valentina,Italian Montepulciano d'Abruzzo,14.0,100 Montepulciano,43.18,40.26,6.42,57.27,Italy,Central Italy / Abruzzo / Montepulciano d'Abruzzo,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Valpolicella Ripasso Classico Superiore Pojega 2015,3.8,598,23.99,Guerrieri Rizzardi,Italian Ripasso,14.0,100 Corvina,61.27,41.37,26.97,28.85,Italy,Northern Italy / Veneto / Valpolicella / Valpolicella Ripasso / Valpolicella Ripasso Classico,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Giustino B. Valdobbiadene Prosecco Superiore,4.0,4792,37.99,Ruggeri,Italian Prosecco,11.0,Glera,61.73,46.29526972,9.05,53.555,Italy,Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco / Conegliano-Valdobbiadene Prosecco Superiore,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Costa d'Amalfi Bianco 2020,4.0,60,38.5,Marisa Cuomo,Southern Italy White,13.5,"60 Falanghina, 40 Biancolella",59.2,46.29526972,16.04,34.74,Italy,Southern Italy / Campania / Costa d'Amalfi,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
DAMA Montepulciano d'Abruzzo 2018,3.9,208,17.99,Marramiero,Italian Montepulciano d'Abruzzo,13.5,100 Montepulciano,35.25,37.37,1.87,66.58,Italy,Central Italy / Abruzzo / Montepulciano d'Abruzzo,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pietrarizzo Etna Rosso 2017,3.9,397,41.99,Tornatore,Southern Italy Red,14.0,100 Nerello Mascalese,72.55,44.03,16.63,38.36,Italy,Southern Italy / Terre Siciliane / Etna,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ca'Fiui Valpolicella 2020,3.8,120,25.0,Corte Sant'Alda,Italian Valpolicella Red,12.5,"Rondinella, Molinara, Corvina Grossa, Corvina Veronese",44.28,31.89,12.69,55.79,Italy,Northern Italy / Veneto / Valpolicella,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Soave 2019,3.8,116,17.0,Latium Morini,Italian Soave,12.5,Garganega,29.92,46.29526972,9.05,57.64,Italy,Northern Italy / Veneto / Soave,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False
Gastaldo Conegliano Valdobbiadene Prosecco Tranquillo N.V.,4.0,44,21.99,Sanfeletto,Italian Prosecco,11.5,100 Glera,16.93,46.29526972,9.05,67.8,Italy,Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
Benuara (Tenuta Presti e Pegni) 2020,4.0,132,23.99,Cusumano,Southern Italy Red,14.5,100 Shiraz/Syrah,81.32,43.31,29.06,30.29,Italy,Southern Italy / Terre Siciliane,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Etna Rosso 2017,4.0,431,22.99,Masseria Setteporte,Southern Italy Red,14.5,100 Nerello Mascalese,78.9,46.22,23.69,32.58,Italy,Southern Italy / Terre Siciliane / Etna,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brecciarolo Rosso Piceno Superiore 2019,3.8,162,22.17,Velenosi,Central Italy Red,13.5,"70 Montepulciano, 30 Sangiovese",50.09,40.52,7.25,45.58,Italy,Central Italy / Marche / Rosso Piceno,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Don Chisciotte Fiano 2016,3.8,120,35.0,Pierluigi Zampaglione,Southern Italy White,12.5,100 Fiano,60.58,46.29526972,8.41,37.7,Italy,Southern Italy / Campania,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Morellino di Scansano Roggiano 2019,3.9,219,14.4,Cantina Vignaioli del Morellino di Scansano,Tuscan Red,13.5,"Tempranillo, Alicante Bouschet, Carménère, Sangiovese",47.89,41.34,13.94,47.86,Italy,Central Italy / Toscana / Morellino di Scansano,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
La Court Barbera d'Asti Nizza Riserva 2017,4.2,77,39.99,Michele Chiarlo,Italian Barbera,14.0,100 Barbera,55.83,23.99,4.64,65.32,Italy,Northern Italy / Piemonte / Barbera d'Asti,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tenuta Guado al Tasso Vermentino Bolgheri 2017,3.9,1785,24.99,Antinori,Central Italy White,12.5,100 Vermentino,41.72,46.29526972,21.87,66.61,Italy,Central Italy / Toscana / Bolgheri,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Ad Astra Maremma Toscana 2019,3.9,47,22.49,Nittardi,Tuscan Red,14.0,"50 Sangiovese, 25 Cabernet Sauvignon, 25 Cabernet Franc",49.73,45.51,3.89,46.79,Italy,Central Italy / Toscana / Maremma Toscana,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Langhe Freisa Kyè 2018,3.9,81,51.99,G.D. Vajra,Northern Italy Red,15.0,100 Freisa,64.13,51.32,15.49,35.55,Italy,Northern Italy / Piemonte / Langhe,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Maremma Toscana Mongrana 2019,3.9,485,19.99,Querciabella,Tuscan Red,14.0,"50 Sangiovese, 25 Cabernet Sauvignon, 25 Merlot",47.84,42.28,6.72,46.64,Italy,Central Italy / Toscana / Maremma Toscana,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Albe Barolo 2018,4.1,750,37.4,G.D. Vajra,Italian Barolo,14.5,100 Nebbiolo,63.46,79.47,9.05,53.555,Italy,Northern Italy / Piemonte / Barolo,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Appassimento Parziale 2020,4.0,172,19.99,Baccolo,Northern Italy Red,12.0,"Merlot, Corvina",57.85,36.6,27.12,26.59,Italy,Northern Italy / Veneto,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Greco 2016,4.0,122,15.95,Statti,Southern Italy White,12.5,100 Malvasia,63.21,46.29526972,11.96,39.54,Italy,Southern Italy / Calabria,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Russiz Superiore Sauvignon Collio 2016,4.1,267,39.99,Marco Felluga,Northern Italy White,13.5,100 Sauvignon Blanc,62.06,46.29526972,24.98,52.7,Italy,Northern Italy / Friuli-Venezia Giulia / Collio,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
Barolo Serralunga 2016,4.1,603,44.0,Pira Luigi,Italian Barolo,14.5,100 Nebbiolo,64.67,79.33,1.04,82.98,Italy,Northern Italy / Piemonte / Barolo,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Langhe Bianco 'Dragon' 2021,4.0,189,25.99,Luigi Baudana,Northern Italy White,14.0,Chardonnay,63.57,46.29526972,21.67,54.47,Italy,Northern Italy / Piemonte / Langhe,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
Prosecco Valdobbiadene Superiore N.V.,3.8,2817,36.67,Villa Sandi,Italian Prosecco,11.0,100 Glera,22.46,46.29526972,9.05,60.56,Italy,Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco / Conegliano-Valdobbiadene Prosecco Superiore,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
Gavi 2018,3.9,490,19.99,Marchesi di Barolo,Italian Gavi,12.5,100 Cortese,20.06,46.29526972,9.05,78.75,Italy,Northern Italy / Piemonte / Gavi,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Vermentino di Gallura 2021,3.8,41,17.99,Piero Mancini,Southern Italy White,13.0,100 Vermentino,54.24,46.29526972,8.08,37.39,Italy,Southern Italy / Sardegna / Vermentino di Gallura,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Cipressi Nizza 2019,4.0,283,19.99,Michele Chiarlo,Italian Barbera,14.0,Barbera,56.88,27.12,9.05,53.555,Italy,Northern Italy / Piemonte / Barbera d'Asti,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Le Volte 2019,4.0,6701,25.99,Ornellaia,Tuscan Red,13.5,100 Merlot,48.21,39.88,7.24,45.15,Italy,Central Italy / Toscana,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Etna Bianco 2020,3.9,697,29.99,Tornatore,Southern Italy White,12.5,100 Carricante,62.54,46.29526972,2.35,39.05,Italy,Southern Italy / Terre Siciliane / Etna,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Primitivo 2016,3.8,1549,29.99,Cantele,Southern Italy Primitivo,13.5,100 Primitivo,64.2,22.08,38.13,14.95,Italy,Southern Italy / Puglia / Salento,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gewürztraminer Vigna Kastelaz 2020,4.5,104,43.2,Elena Walch,Northern Italy Gewürztraminer,14.0,100 Gewürztraminer,62.67,46.29526972,38.95,31.26,Italy,Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
Trittico 2016,3.8,66,20.0,Poggio Al Sole,Tuscan Red,13.5,"Sangiovese, Cabernet Sauvignon",48.81,48.38,9.05,48.64,Italy,Central Italy / Toscana,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
